ISO_Code,City,AccentCity,Reference_year,Total,Male,Female,Literacy_Rate
vau,vaughanville,Vaughanville,2005,21,99,54,Low
way,wayside forest,Wayside Forest,2001,21,71,76,Low
win,wing road,Wing Road,2014,21,58,24,Low
mec,meckling,Meckling,2003,21,91,93,Low
rum,rumpus ridge,Rumpus Ridge,2004,21,32,71,Low
sou,south dakota park,South Dakota Park,2000,21,41,29,Low
bra,brackentown,Brackentown,2007,21,38,57,Low
car,cardinal hills,Cardinal Hills,2013,21,53,45,Low
cat,catlen,Catlen,2012,21,91,68,Low
cli,clifton junction,Clifton Junction,2006,21,52,21,Low
com,compton meadows,Compton Meadows,2009,21,38,24,Low
con,conkintown,Conkintown,2013,21,77,26,Low
cro,crossfield,Crossfield,2015,21,34,46,Low
day,daylight,Daylight,2007,21,70,68,Low
dep,depriest bend,Depriest Bend,2015,21,80,87,Low
doy,doyle springs,Doyle Springs,2005,21,37,93,Low
dur,durham subdivision,Durham Subdivision,2003,21,27,92,Low
eag,eagle point heights,Eagle Point Heights,2015,21,53,38,Low
fie,field crest,Field Crest,2012,21,21,98,Low
ger,gerren heights,Gerren Heights,2007,21,88,35,Low
hag,hagys corner,Hagys Corner,2015,21,95,28,Low
har,harrison hills,Harrison Hills,2000,21,91,35,Low
hic,hickman subdivision,Hickman Subdivision,2011,21,41,90,Low
hin,hinson springs,Hinson Springs,2016,21,93,63,Low
hol,holtland,Holtland,2001,21,21,64,Low
hop,hopewell springs,Hopewell Springs,2009,21,71,20,Low
lak,lakeshor manor,Lakeshor Manor,2016,21,62,47,Low
lan,lanier,Lanier,2003,21,32,55,Low
leb,lebanon heights,Lebanon Heights,2010,21,37,59,Low
lit,little milligan,Little Milligan,2015,21,64,48,Low
moo,moon shadows,Moon Shadows,2006,21,24,48,Low
oak,oak view,Oak View,2006,21,52,85,Low
ore,orebank,Orebank,2007,21,35,28,Low
pep,peppertown,Peppertown,2013,21,95,37,Low
pla,plainfield subdivision,Plainfield Subdivision,2011,21,84,83,Low
ple,pleasant view estates,Pleasant View Estates,2014,21,53,53,Low
syl,sylco,Sylco,2002,21,56,85,Low
tho,thorn grove,Thorn Grove,2013,21,54,82,Low
von,vonore,Vonore,2006,21,29,72,Low
win,winklers crossroads,Winklers Crossroads,2015,21,81,88,Low
ack,ackerly,Ackerly,2008,21,98,50,Low
ann,annona,Annona,2014,21,80,92,Low
bay,bayridge park,Bayridge Park,2013,21,99,67,Low
bea,beaukiss,Beaukiss,2016,21,41,94,Low
bev,bevilport,Bevilport,2007,21,35,47,Low
bla,black ankle,Black Ankle,2009,21,51,54,Low
cip,cipres,Cipres,2006,21,83,43,Low
cit,city,City,2002,21,77,79,Low
cro,crossroad store,Crossroad Store,2004,21,40,68,Low
dee,deep well crossing,Deep Well Crossing,2009,21,22,63,Low
eas,easter,Easter,2001,21,33,26,Low
fay,fays corner,Fays Corner,2004,21,67,87,Low
har,harmaston,Harmaston,2017,21,34,59,Low
har,hartburg,Hartburg,2006,21,61,78,Low
hed,hedwig village,Hedwig Village,2005,21,59,99,Low
her,hermits cove,Hermits Cove,2009,21,79,33,Low
her,herty,Herty,2001,21,66,75,Low
hit,hitt,Hitt,2017,21,97,95,Low
kar,karen,Karen,2002,21,90,25,Low
lit,little elm,Little Elm,2013,21,22,98,Low
luc,luckenbach,Luckenbach,2000,21,32,75,Low
max,maxdale,Maxdale,2013,21,27,100,Low
men,mendiates,Mendiates,2000,21,21,25,Low
nas,nassau bay,Nassau Bay,2000,21,88,73,Low
nei,neinda,Neinda,2016,21,88,80,Low
new,newgulf,Newgulf,2001,21,37,62,Low
ozo,ozona,Ozona,2010,21,68,43,Low
pap,papalote colorado,Papalote Colorado,2002,21,84,39,Low
pen,peniel,Peniel,2008,21,40,51,Low
ran,randado,Randado,2012,21,35,75,Low
rop,ropesville,Ropesville,2012,21,96,87,Low
san,santa elena crossing,Santa Elena Crossing,2016,21,74,84,Low
sea,seadrift,Seadrift,2013,21,99,58,Low
set,seth ward,Seth Ward,2000,21,66,98,Low
sip,sipe springs,Sipe Springs,2003,21,24,32,Low
ste,steep hollow,Steep Hollow,2011,21,50,79,Low
ste,stephen creek,Stephen Creek,2001,21,54,23,Low
str,streetman,Streetman,2005,21,69,60,Low
wil,wilhelm,Wilhelm,2015,21,58,53,Low
wil,willman,Willman,2013,21,65,65,Low
yar,yarboro,Yarboro,2003,21,48,45,Low
cha,chambers townsite,Chambers Townsite,2008,21,70,54,Low
co ,co rae,Co Rae,2011,21,63,55,Low
cop,copper hills heights,Copper Hills Heights,2012,21,75,87,Low
cop,copperview village condominium,Copperview Village Condominium,2005,21,37,90,Low
eas,eastwood subdivision number 7,Eastwood Subdivision Number 7,2008,21,59,81,Low
hew,hew-wood estates,Hew-Wood Estates,2011,21,49,23,Low
idl,idlewild townsite,Idlewild Townsite,2002,21,22,94,Low
ivi,ivins,Ivins,2010,21,79,86,Low
jer,jeremy,Jeremy,2011,21,42,64,Low
kan,kanosh indian village,Kanosh Indian Village,2011,21,30,63,Low
lkc,lkc jordan view estates,Lkc Jordan View Estates,2004,21,26,76,Low
lor,lornadale,Lornadale,2015,21,51,48,Low
nor,north salt lake,North Salt Lake,2012,21,25,67,Low
orc,orchard park estates subdivision number one and tw,Orchard Park Estates Subdivision Number One And Tw,2004,21,82,40,Low
riv,riviera condo,Riviera Condo,2001,21,73,92,Low
sal,salina,Salina,2008,21,21,49,Low
suc,success estates,Success Estates,2007,21,46,49,Low
vir,virgin territory trailer park,Virgin Territory Trailer Park,2009,21,98,38,Low
bro,brookwood estates,Brookwood Estates,2005,21,49,44,Low
har,hartwellville,Hartwellville,2007,21,86,21,Low
hor,hortonia,Hortonia,2012,21,77,96,Low
lei,leicester junction,Leicester Junction,2005,21,27,59,Low
mil,miles pond,Miles Pond,2000,21,33,33,Low
ver,vermont ventures,Vermont Ventures,2009,21,30,33,Low
wal,walnut ledge,Walnut Ledge,2000,21,50,37,Low
wes,west fairlee center,West Fairlee Center,2002,21,71,88,Low
la ,la vallee,La Vallee,2013,21,39,89,Low
ads,adsit,Adsit,2008,21,59,28,Low
adv,advance mills village,Advance Mills Village,2007,21,74,32,Low
bal,baltimore corner,Baltimore Corner,2016,21,67,55,Low
bel,belfair crossroads,Belfair Crossroads,2006,21,65,34,Low
bel,belleville meadows,Belleville Meadows,2002,21,81,66,Low
bos,bosses,Bosses,2014,21,95,48,Low
bra,bratton lawn,Bratton Lawn,2014,21,77,36,Low
cam,cameron villa farms,Cameron Villa Farms,2000,21,75,92,Low
cap,cape carlyn,Cape Carlyn,2006,21,79,93,Low
car,carps corner,Carps Corner,2008,21,69,35,Low
car,carters store,Carters Store,2011,21,36,33,Low
cur,currioman landing,Currioman Landing,2015,21,79,76,Low
dre,drewryville,Drewryville,2012,21,57,99,Low
dun,dunn loring,Dunn Loring,2015,21,82,33,Low
eag,eagle furnace,Eagle Furnace,2012,21,80,50,Low
eag,eagle oak,Eagle Oak,2012,21,77,88,Low
eas,east brook,East Brook,2006,21,67,47,Low
fai,fairlee,Fairlee,2012,21,86,87,Low
hem,hemlock hills,Hemlock Hills,2000,21,22,50,Low
hil,hillwood park mobile home park,Hillwood Park Mobile Home Park,2008,21,48,43,Low
hun,hunterdale,Hunterdale,2008,21,95,94,Low
hun,hunters square,Hunters Square,2009,21,22,82,Low
irw,irwin manor,Irwin Manor,2005,21,33,86,Low
ket,ketrontown,Ketrontown,2016,21,77,57,Low
man,maness,Maness,2006,21,51,72,Low
mil,milton heights,Milton Heights,2010,21,75,78,Low
mit,mitchell mill,Mitchell Mill,2014,21,81,96,Low
mor,morwanda park,Morwanda Park,2009,21,22,78,Low
mou,mount clifton,Mount Clifton,2001,21,24,77,Low
mus,mustoe,Mustoe,2006,21,85,53,Low
old,old mount vinco,Old Mount Vinco,2010,21,62,65,Low
peb,pebblebrook,Pebblebrook,2014,21,77,89,Low
pen,pen park,Pen Park,2006,21,22,43,Low
per,persimmon point,Persimmon Point,2008,21,72,66,Low
rac,rackettown,Rackettown,2010,21,55,98,Low
rai,raines corner,Raines Corner,2009,21,57,53,Low
rea,reams,Reams,2011,21,48,52,Low
reg,regent,Regent,2012,21,94,36,Low
riv,riverrun,Riverrun,2011,21,95,53,Low
rob,roberts mill,Roberts Mill,2005,21,92,45,Low
rob,robinhood forest,Robinhood Forest,2002,21,100,56,Low
roc,rock run,Rock Run,2014,21,68,24,Low
roe,roetown,Roetown,2012,21,88,86,Low
rot,rotherwood,Rotherwood,2000,21,26,23,Low
sha,shannondale estates,Shannondale Estates,2014,21,49,51,Low
she,sheffield terrace,Sheffield Terrace,2005,21,95,86,Low
she,sherry park,Sherry Park,2004,21,87,99,Low
sig,sign rock,Sign Rock,2014,21,69,34,Low
sim,simpsons,Simpsons,2016,21,93,36,Low
sla,slates corner,Slates Corner,2010,21,71,45,Low
sta,staunton park,Staunton Park,2015,21,68,66,Low
tel,telegraph spring,Telegraph Spring,2012,21,73,74,Low
ter,terrys fork,Terrys Fork,2011,21,49,66,Low
tos,toshes,Toshes,2003,21,94,85,Low
wil,williams corner,Williams Corner,2004,21,73,41,Low
woo,woods of ilda,Woods Of Ilda,2012,21,47,68,Low
yac,yacht haven,Yacht Haven,2008,21,65,32,Low
yan,yancey mills,Yancey Mills,2007,21,38,93,Low
ana,anatone,Anatone,2012,21,34,94,Low
arl,arletta,Arletta,2017,21,94,79,Low
cas,cashup,Cashup,2010,21,63,41,Low
con,conconully,Conconully,2008,21,38,60,Low
cow,cowiche,Cowiche,2004,21,31,22,Low
dex,dexter by the sea,Dexter By The Sea,2017,21,31,59,Low
goo,goose prairie,Goose Prairie,2012,21,67,83,Low
lin,lind,Lind,2007,21,85,52,Low
ton,tonasket,Tonasket,2002,21,72,97,Low
tra,tracyton,Tracyton,2010,21,76,92,Low
vea,veazie,Veazie,2014,21,32,43,Low
war,warnick,Warnick,2017,21,86,34,Low
wau,wauna,Wauna,2017,21,64,31,Low
wes,west sound,West Sound,2015,21,98,64,Low
wes,west valley,West Valley,2015,21,65,32,Low
bea,bearsville,Bearsville,2012,21,98,77,Low
ear,earling,Earling,2017,21,44,43,Low
eta,etam,Etam,2014,21,64,81,Low
fal,falls mill,Falls Mill,2005,21,68,60,Low
gre,green bottom,Green Bottom,2001,21,100,31,Low
luc,lucretia,Lucretia,2007,21,42,72,Low
mel,melissa,Melissa,2011,21,29,42,Low
nor,north river mills,North River Mills,2005,21,55,66,Low
ope,opekiska,Opekiska,2008,21,50,100,Low
pie,pie,Pie,2011,21,99,98,Low
rep,replete,Replete,2017,21,83,62,Low
rif,rift,Rift,2006,21,53,66,Low
rob,robey,Robey,2002,21,50,64,Low
san,sandy huff,Sandy Huff,2006,21,44,83,Low
sou,south bluefield,South Bluefield,2017,21,48,85,Low
sov,sovereign,Sovereign,2003,21,86,72,Low
twi,twin branch,Twin Branch,2004,21,94,78,Low
wei,weirton heights,Weirton Heights,2013,21,85,41,Low
woo,woods and irons east,Woods And Irons East,2001,21,56,57,Low
bev,bevent,Bevent,2004,21,96,42,Low
bon,bonneval,Bonneval,2009,21,41,30,Low
dah,dahl,Dahl,2010,21,89,89,Low
elk,elkhart lake,Elkhart Lake,2011,21,38,54,Low
got,gotham,Gotham,2001,21,27,66,Low
hus,hustisford,Hustisford,2008,21,41,70,Low
joh,johnstown center,Johnstown Center,2011,21,28,77,Low
keg,kegonsa,Kegonsa,2000,21,44,37,Low
mcn,mcnaughton,Mcnaughton,2014,21,36,52,Low
rug,rugby junction,Rugby Junction,2007,21,95,49,Low
sol,soldiers grove,Soldiers Grove,2003,21,45,26,Low
bor,border junction,Border Junction,2015,21,61,84,Low
bur,burntfork,Burntfork,2012,21,44,97,Low
ham,hamilton dome,Hamilton Dome,2007,21,57,85,Low
hil,hiland,Hiland,2013,21,99,33,Low
sil,silver tip,Silver Tip,2000,21,98,32,Low
sou,south superior,South Superior,2017,21,54,20,Low
dea,deans landing,Deans Landing,2001,22,97,54,Low
dun,duncan crossroads,Duncan Crossroads,2003,22,83,22,Low
fie,fieldstown,Fieldstown,2004,22,37,23,Low
for,forest view estates,Forest View Estates,2013,22,79,45,Low
gol,gold branch,Gold Branch,2015,22,83,75,Low
goo,goodwyn,Goodwyn,2005,22,70,40,Low
hil,hillman gardens,Hillman Gardens,2000,22,88,45,Low
lim,lime,Lime,2013,22,21,82,Low
nor,norala junction,Norala Junction,2008,22,63,84,Low
oil,oil well landing,Oil Well Landing,2001,22,30,81,Low
ony,onycha,Onycha,2007,22,55,52,Low
pap,papertown,Papertown,2001,22,67,72,Low
rod,roddams trailer park,Roddams Trailer Park,2002,22,74,65,Low
rus,russet woods,Russet Woods,2007,22,84,51,Low
sim,sims chapel,Sims Chapel,2007,22,97,93,Low
syl,sylacauga,Sylacauga,2013,22,45,86,Low
tal,tallahatta springs,Tallahatta Springs,2010,22,40,55,Low
tri,trio,Trio,2010,22,53,75,Low
van,vanlandingham mill,Vanlandingham Mill,2013,22,88,89,Low
ver,verlie,Verlie,2015,22,20,58,Low
vin,vinnette,Vinnette,2012,22,68,36,Low
war,warrior,Warrior,2005,22,86,62,Low
was,washington hill,Washington Hill,2004,22,54,22,Low
bon,bonibrook,Bonibrook,2001,22,58,41,Low
cir,circle hot springs station,Circle Hot Springs Station,2010,22,35,77,Low
kac,kachemak city,Kachemak City,2011,22,85,63,Low
nuc,nuchek,Nuchek,2013,22,89,84,Low
sil,silvertip,Silvertip,2011,22,64,98,Low
atu,atuu,Atuu,2014,22,33,24,Low
pag,pago pago,Pago Pago,2017,22,60,87,Low
tag,tagapofu,Tagapofu,2006,22,80,28,Low
amb,amberwood north,Amberwood North,2016,22,80,100,Low
bon,bona venture mobile home park,Bona Venture Mobile Home Park,2004,22,35,87,Low
cat,catfish paradise,Catfish Paradise,2009,22,45,29,Low
cor,coronado mobile home park,Coronado Mobile Home Park,2005,22,99,68,Low
el ,el sereno-la rosa trailer inn,El Sereno-La Rosa Trailer Inn,2012,22,93,62,Low
gre,green acres mobile and recreational vehicle park,Green Acres Mobile And Recreational Vehicle Park,2003,22,33,25,Low
lon,lone butte ranch,Lone Butte Ranch,2004,22,64,70,Low
oli,olive west,Olive West,2001,22,21,57,Low
pag,page springs,Page Springs,2001,22,56,55,Low
pax,paxton place,Paxton Place,2015,22,47,52,Low
pen,pensfield place,Pensfield Place,2007,22,60,38,Low
rol,roles inn of america,Roles Inn Of America,2006,22,54,57,Low
vay,vaya chin,Vaya Chin,2015,22,96,96,Low
wes,westgreen estates,Westgreen Estates,2000,22,24,45,Low
whe,wheeler place,Wheeler Place,2003,22,39,39,Low
wra,wranglers roost,Wranglers Roost,2001,22,34,20,Low
ali,alix,Alix,2004,22,32,84,Low
azo,azor,Azor,2012,22,42,46,Low
bar,barringer,Barringer,2014,22,61,92,Low
bay,bayou meto,Bayou Meto,2003,22,46,87,Low
bro,broad,Broad,2005,22,35,80,Low
but,buttermilk,Buttermilk,2007,22,60,100,Low
cat,catholic point,Catholic Point,2002,22,38,98,Low
che,cheatham,Cheatham,2010,22,39,66,Low
cru,crumrod,Crumrod,2001,22,58,57,Low
de ,de valls bluff,De Valls Bluff,2000,22,94,21,Low
far,farewell,Farewell,2005,22,62,32,Low
hal,halley,Halley,2012,22,69,51,Low
hig,higden,Higden,2013,22,92,39,Low
hor,horseshoe bend,Horseshoe Bend,2013,22,61,28,Low
mcc,mccreanor,Mccreanor,2014,22,59,68,Low
med,medlock,Medlock,2005,22,67,71,Low
mor,morrow,Morrow,2005,22,27,47,Low
noa,noahs,Noahs,2016,22,80,43,Low
rul,rule,Rule,2011,22,25,48,Low
sha,shannon tank,Shannon Tank,2004,22,38,85,Low
sno,snowball,Snowball,2010,22,49,97,Low
spr,spriggs mill,Spriggs Mill,2002,22,41,69,Low
toa,toad suck,Toad Suck,2014,22,82,80,Low
vau,vaucluse,Vaucluse,2010,22,63,100,Low
whi,white bluff,White Bluff,2010,22,81,27,Low
big,big bear city,Big Bear City,2012,22,76,40,Low
bou,bouquet canyon,Bouquet Canyon,2015,22,69,37,Low
cam,camp earnest,Camp Earnest,2012,22,89,98,Low
car,carlotta,Carlotta,2001,22,29,95,Low
car,carrolton,Carrolton,2012,22,47,35,Low
cas,casmalia,Casmalia,2001,22,94,57,Low
cen,central camp,Central Camp,2010,22,51,30,Low
coa,coalinga,Coalinga,2016,22,37,44,Low
col,colfax spring,Colfax Spring,2004,22,89,53,Low
cov,covelo,Covelo,2006,22,30,29,Low
del,del rosa,Del Rosa,2012,22,20,42,Low
don,donner woods,Donner Woods,2000,22,75,23,Low
dun,dunlap acres,Dunlap Acres,2009,22,52,54,Low
eag,eagle tree,Eagle Tree,2007,22,85,46,Low
edm,edmundson acres,Edmundson Acres,2000,22,91,63,Low
enc,encanto,Encanto,2007,22,84,74,Low
fin,finley place,Finley Place,2007,22,85,20,Low
gil,gilroy,Gilroy,2007,22,65,34,Low
gle,glenwood mobile estates,Glenwood Mobile Estates,2002,22,52,26,Low
gol,gold trail park,Gold Trail Park,2010,22,98,100,Low
hal,halcon,Halcon,2005,22,58,30,Low
jol,jolon,Jolon,2013,22,58,70,Low
k f,k flourney,K Flourney,2017,22,59,32,Low
ken,kenwood estates,Kenwood Estates,2002,22,45,52,Low
ket,kettleman,Kettleman,2003,22,28,46,Low
la ,la mesa,La Mesa,2001,22,84,94,Low
lil,lilac park,Lilac Park,2010,22,84,27,Low
mag,magra,Magra,2013,22,60,29,Low
mat,mattos,Mattos,2013,22,78,21,Low
mer,mercuryville,Mercuryville,2013,22,27,46,Low
mon,monte grande heights,Monte Grande Heights,2014,22,93,90,Low
mor,mortmar,Mortmar,2017,22,82,86,Low
mot,motor city,Motor City,2006,22,89,74,Low
new,newsom springs,Newsom Springs,2009,22,24,58,Low
nor,northspur,Northspur,2008,22,94,70,Low
odd,odd fellows park,Odd Fellows Park,2014,22,25,39,Low
ole,oleum,Oleum,2003,22,43,53,Low
pas,pasatiempo,Pasatiempo,2009,22,89,91,Low
pet,petaluma,Petaluma,2006,22,80,25,Low
plu,plum valley,Plum Valley,2010,22,23,100,Low
pol,pole garden,Pole Garden,2008,22,74,62,Low
ran,rancho del rey,Rancho Del Rey,2017,22,78,70,Low
res,reseda,Reseda,2014,22,57,61,Low
sab,sabre springs,Sabre Springs,2012,22,71,80,Low
sce,scenic valley ranchos,Scenic Valley Ranchos,2006,22,100,96,Low
sea,sea aire mobile home park,Sea Aire Mobile Home Park,2002,22,36,25,Low
sha,shasta springs,Shasta Springs,2000,22,51,54,Low
sou,south lake tahoe,South Lake Tahoe,2002,22,99,87,Low
syc,sycamore springs,Sycamore Springs,2012,22,70,69,Low
tab,table bluff,Table Bluff,2007,22,48,52,Low
tri,trigo,Trigo,2004,22,24,79,Low
vac,vacaville junction,Vacaville Junction,2007,22,44,82,Low
val,valerie,Valerie,2012,22,49,45,Low
wer,werner,Werner,2011,22,33,98,Low
wes,west anaheim,West Anaheim,2000,22,79,55,Low
wes,west puente valley,West Puente Valley,2004,22,24,58,Low
wun,wunpost,Wunpost,2008,22,56,74,Low
ans,ansel,Ansel,2017,22,88,45,Low
cam,campbelltown,Campbelltown,2013,22,96,71,Low
cha,chacra,Chacra,2013,22,67,43,Low
har,harboro,Harboro,2012,22,55,87,Low
lea,leadville,Leadville,2004,22,69,94,Low
man,mancos,Mancos,2000,22,96,30,Low
mar,marvel,Marvel,2015,22,79,43,Low
tro,troublesome,Troublesome,2000,22,59,24,Low
eas,east glastonbury,East Glastonbury,2001,22,25,95,Low
eas,east new london,East New London,2005,22,76,47,Low
hol,hollywyle park,Hollywyle Park,2006,22,73,21,Low
mer,merrow,Merrow,2002,22,25,54,Low
mon,montowese,Montowese,2015,22,51,48,Low
mou,mount parnassus,Mount Parnassus,2015,22,63,57,Low
too,tootin hills,Tootin Hills,2013,22,35,67,Low
wes,west norwalk,West Norwalk,2017,22,68,49,Low
win,winnipauk village,Winnipauk Village,2015,22,39,93,Low
bea,beades estate,Beades Estate,2014,22,65,21,Low
bri,bridgeville north,Bridgeville North,2015,22,81,62,Low
ced,cedar farms,Cedar Farms,2014,22,89,99,Low
cir,circle haven mobile home park,Circle Haven Mobile Home Park,2015,22,25,38,Low
hou,hourglass,Hourglass,2011,22,21,75,Low
mid,middleford,Middleford,2004,22,89,43,Low
pat,patty cannon estates,Patty Cannon Estates,2004,22,72,72,Low
pin,pine tree corners,Pine Tree Corners,2003,22,51,46,Low
pin,pinetown,Pinetown,2005,22,53,43,Low
pro,probst mobile home park,Probst Mobile Home Park,2009,22,25,83,Low
san,sandy beach,Sandy Beach,2002,22,85,90,Low
san,sandy brae,Sandy Brae,2001,22,56,71,Low
wed,wedge hills,Wedge Hills,2004,22,84,55,Low
mas,massachusetts avenue heights,Massachusetts Avenue Heights,2016,22,28,47,Low
bru,bruing,Bruing,2002,22,78,84,Low
cle,clearwater beach,Clearwater Beach,2016,22,38,57,Low
cur,curlew,Curlew,2002,22,84,76,Low
enc,enchanted park,Enchanted Park,2004,22,55,69,Low
fel,felkel,Felkel,2001,22,96,100,Low
for,fort pierce,Fort Pierce,2007,22,40,26,Low
fri,frink,Frink,2017,22,56,41,Low
gol,golden gates estates,Golden Gates Estates,2005,22,92,46,Low
gra,grand ridge,Grand Ridge,2005,22,55,63,Low
gro,grosh,Grosh,2005,22,86,70,Low
hug,hugh,Hugh,2006,22,93,44,Low
jew,jewfish,Jewfish,2010,22,52,30,Low
key,keystone islands,Keystone Islands,2015,22,67,35,Low
lin,lincoln estates,Lincoln Estates,2004,22,52,46,Low
mel,melalevca isles,Melalevca Isles,2014,22,93,45,Low
min,minneola,Minneola,2006,22,63,90,Low
nor,north naples,North Naples,2011,22,42,63,Low
oak,oak hill park,Oak Hill Park,2002,22,99,70,Low
och,ocheesee landing,Ocheesee Landing,2010,22,89,72,Low
old,old callaway,Old Callaway,2002,22,68,20,Low
old,old marco junction,Old Marco Junction,2012,22,29,69,Low
ora,orange mills,Orange Mills,2010,22,76,27,Low
pla,playland isles,Playland Isles,2008,22,66,47,Low
pon,ponce inlet,Ponce Inlet,2011,22,76,74,Low
ric,richter crossroads,Richter Crossroads,2010,22,40,76,Low
sco,scotts ferry,Scotts Ferry,2000,22,64,62,Low
shi,shilow,Shilow,2000,22,38,78,Low
sou,south clermont,South Clermont,2009,22,25,75,Low
sou,southside estates,Southside Estates,2001,22,82,89,Low
sut,sutherlands still,Sutherlands Still,2015,22,48,48,Low
ush,usher,Usher,2002,22,46,23,Low
val,valkaria,Valkaria,2009,22,66,23,Low
ala,alabama junction,Alabama Junction,2000,22,62,28,Low
alc,alcovy forest,Alcovy Forest,2016,22,100,95,Low
ann,anneewakee,Anneewakee,2016,22,93,34,Low
aut,autney,Autney,2008,22,31,46,Low
bea,beaver pond,Beaver Pond,2006,22,41,81,Low
ben,bentbrook farms,Bentbrook Farms,2006,22,55,77,Low
bic,bickley,Bickley,2009,22,72,58,Low
bro,broadnax,Broadnax,2014,22,81,63,Low
che,cherokee hills,Cherokee Hills,2003,22,21,64,Low
cro,crowders crossing,Crowders Crossing,2009,22,53,20,Low
cyp,cypress mills,Cypress Mills,2013,22,28,50,Low
dur,duran mobile home park,Duran Mobile Home Park,2014,22,23,80,Low
fan,fantasy hills,Fantasy Hills,2000,22,81,31,Low
gib,gibson acres,Gibson Acres,2008,22,56,100,Low
har,harbor creek,Harbor Creek,2017,22,84,73,Low
har,harris woods,Harris Woods,2008,22,28,30,Low
hea,heartwood,Heartwood,2001,22,31,42,Low
her,heritage place,Heritage Place,2016,22,67,25,Low
jus,jushua tree villas,Jushua Tree Villas,2011,22,41,39,Low
lau,laurel crest subdivision,Laurel Crest Subdivision,2004,22,49,99,Low
map,maple ridge,Maple Ridge,2011,22,42,47,Low
map,maplecreek hills,Maplecreek Hills,2005,22,92,99,Low
mon,moniac,Moniac,2002,22,73,97,Low
neb,nebula,Nebula,2002,22,69,74,Low
nor,north place,North Place,2011,22,70,52,Low
oos,oostanaula,Oostanaula,2015,22,70,39,Low
ply,plymouth colony,Plymouth Colony,2006,22,34,90,Low
ray,rayle,Rayle,2001,22,71,100,Low
riv,river run,River Run,2006,22,79,68,Low
rob,robertstown,Robertstown,2008,22,68,60,Low
sca,scarecorn,Scarecorn,2012,22,54,90,Low
shi,shirley grove,Shirley Grove,2008,22,25,55,Low
spi,spivey chase,Spivey Chase,2003,22,28,61,Low
sto,stockwood estates,Stockwood Estates,2016,22,23,84,Low
sun,sunny point,Sunny Point,2016,22,60,66,Low
tam,tamerlane,Tamerlane,2013,22,27,52,Low
tim,timothy estates,Timothy Estates,2002,22,77,95,Low
vil,village west,Village West,2007,22,94,21,Low
wit,withmere,Withmere,2016,22,66,80,Low
wyn,wyndham farms,Wyndham Farms,2012,22,95,87,Low
ung,ungaguan,Ungaguan,2002,22,40,53,Low
wet,wettengel junction,Wettengel Junction,2007,22,47,48,Low
ah ,ah fong village,Ah Fong Village,2009,22,42,43,Low
hoo,hoopuloa,Hoopuloa,2007,22,43,30,Low
puk,pukalani,Pukalani,2014,22,97,80,Low
wai,wainee,Wainee,2010,22,94,94,Low
chi,chilly,Chilly,2010,22,64,62,Low
dan,dans place,Dans Place,2010,22,38,96,Low
han,hansberg,Hansberg,2011,22,27,42,Low
hel,helmer,Helmer,2005,22,41,82,Low
hoe,hoelzle place,Hoelzle Place,2009,22,96,27,Low
koo,kootenai,Kootenai,2007,22,27,62,Low
mcg,mcguire,Mcguire,2011,22,37,85,Low
swe,sweeney,Sweeney,2005,22,59,68,Low
alb,albers,Albers,2016,22,29,95,Low
bec,beckemeyer,Beckemeyer,2000,22,88,24,Low
bel,bell ridge,Bell Ridge,2008,22,49,42,Low
cul,cullom,Cullom,2004,22,36,88,Low
dee,dees,Dees,2014,22,29,31,Low
dou,douglas park,Douglas Park,2002,22,86,32,Low
gre,green brier,Green Brier,2013,22,56,32,Low
gro,groat,Groat,2011,22,72,52,Low
ham,hampshire,Hampshire,2006,22,33,99,Low
har,harco,Harco,2000,22,26,25,Low
ind,indian head park,Indian Head Park,2002,22,63,74,Low
ipa,ipava,Ipava,2017,22,62,31,Low
joe,joetta,Joetta,2005,22,83,22,Low
map,maples mill,Maples Mill,2000,22,47,21,Low
mar,marywood,Marywood,2016,22,48,89,Low
new,newby,Newby,2005,22,21,74,Low
ora,orangemans hall,Orangemans Hall,2007,22,91,25,Low
orc,orchardville,Orchardville,2017,22,65,40,Low
res,resthaven,Resthaven,2011,22,44,99,Low
roh,rohrer,Rohrer,2006,22,97,72,Low
she,sherwood oaks,Sherwood Oaks,2009,22,25,25,Low
som,somonauk,Somonauk,2011,22,49,51,Low
tro,troy junction,Troy Junction,2010,22,53,72,Low
val,valier patch,Valier Patch,2015,22,37,97,Low
yea,yeager,Yeager,2000,22,95,29,Low
bar,barrick corner,Barrick Corner,2017,22,83,91,Low
blu,blue lick,Blue Lick,2004,22,23,62,Low
bre,brewersville,Brewersville,2000,22,80,70,Low
bur,burns harbor,Burns Harbor,2010,22,49,58,Low
coa,coats spring,Coats Spring,2000,22,92,86,Low
dil,dillsboro station,Dillsboro Station,2010,22,79,40,Low
eag,eaglewood estates,Eaglewood Estates,2017,22,66,59,Low
etn,etna green,Etna Green,2000,22,100,33,Low
har,harrison grange,Harrison Grange,2005,22,94,32,Low
jar,jarretts,Jarretts,2011,22,50,45,Low
lib,liber,Liber,2014,22,48,57,Low
nor,north ogilville,North Ogilville,2014,22,36,39,Low
nor,northcrest,Northcrest,2009,22,40,99,Low
nor,nortonburg,Nortonburg,2002,22,93,62,Low
poi,point commerce,Point Commerce,2005,22,67,20,Low
pro,prowsville,Prowsville,2012,22,20,90,Low
rum,rumble,Rumble,2005,22,56,56,Low
