ID,Industry_Name,City,Rank
10229,Staffing and Recruiting,Atqasuk,51
10230,Supermarkets,Atqasuk,51
10231,Telecommunications,Atqasuk,51
10232,Textiles,Atqasuk,51
10233,Think Tanks,Atqasuk,51
10234,Tobacco,Atqasuk,51
10235,Translation and Localization,Atqasuk,51
10236,Transportation/Trucking/Railroad,Atqasuk,51
10237,Utilities,Atqasuk,51
10238,Venture Capital amp; Private Equity,Atqasuk,51
10239,Veterinary,Atqasuk,51
10240,Warehousing,Atqasuk,51
10241,Wholesale,Atqasuk,51
10242,Wine and Spirits,Atqasuk,51
10243,Wireless,Atqasuk,51
10244,Writing and Editing,Atqasuk,51
10245,Accounting,Everett,50
10246,Accounting,New Castle,50
10247,Airlines/Aviation,Houston,50
10248,Alternative Dispute Resolution,Houston,50
10249,Alternative Medicine,New York,50
10250,Alternative Medicine,Alpine,50
10251,Animation,Chicago,50
10252,Animation,Alpine,50
10253,Apparel amp; Fashion,Los Angeles,50
10254,Apparel amp; Fashion,Alpine,50
10255,Architecture amp; Planning,St. Louis,50
10256,Architecture amp; Planning,Alpine,50
10257,Arts and Crafts,Dallas,50
10258,Arts and Crafts,Alpine,50
10259,Automotive,Cincinnati,50
10260,Automotive,Alpine,50
10261,Aviation amp; Aerospace,Indianapolis,50
10262,Aviation amp; Aerospace,Alpine,50
10263,Banking,Phoenix,50
10264,Banking,Alpine,50
10265,Biotechnology,San Diego,50
10266,Biotechnology,Alpine,50
10267,Broadcast Media,Fort Worth,50
10268,Broadcast Media,Alpine,50
10269,Building Materials,Wichita,50
10270,Building Materials,Alpine,50
10271,Business Supplies and Equipment,Cleveland,50
10272,Business Supplies and Equipment,Alpine,50
10273,Capital Markets,Minneapolis,50
10274,Capital Markets,Alpine,50
10275,Chemicals,Atlanta,50
10276,Chemicals,Alpine,50
10277,Civic amp; Social Organization,Milwaukee,50
10278,Civic amp; Social Organization,Alpine,50
10279,Civil Engineering,San Antonio,50
10280,Civil Engineering,Alpine,50
10281,Commercial Real Estate,San Jose,50
10282,Commercial Real Estate,Alpine,50
10283,Computer amp; Network Security,Louisville,50
10284,Computer amp; Network Security,Alpine,50
10285,Computer Games,Salt Lake City,50
10286,Computer Games,Alpine,50
10287,Computer Hardware,Portland,50
10288,Computer Hardware,Alpine,50
10289,Computer Networking,Philadelphia,50
10290,Computer Networking,Alpine,50
10291,Computer Software,Columbus,50
10292,Computer Software,Alpine,50
10293,Construction,Tulsa,50
10294,Construction,Alpine,50
10295,Consumer Electronics,Rochester,50
10296,Consumer Electronics,Alpine,50
10297,Consumer Goods,Austin,50
10298,Consumer Goods,Alpine,50
10299,Consumer Services,St. Paul,50
10300,Consumer Services,Alpine,50
10301,Cosmetics,Oklahoma City,50
10302,Cosmetics,Alpine,50
10303,Dairy,Denver,50
10304,Dairy,Alpine,50
10305,Defense amp; Space,Kansas City,50
10306,Defense amp; Space,Alpine,50
10307,Design,Charlotte,50
10308,Design,Alpine,50
10309,Education Management,Grand Rapids,50
10310,Education Management,Alpine,50
10311,E-Learning,Memphis,50
10312,E-Learning,Alpine,50
10313,Electrical/Electronic Manufacturing,Seattle,50
10314,Electrical/Electronic Manufacturing,Alpine,50
10315,Entertainment,Miami,50
10316,Entertainment,Alpine,50
10317,Environmental Services,Jacksonville,50
10318,Environmental Services,Alpine,50
10319,Events Services,Irvine,50
10320,Events Services,Alpine,50
10321,Executive Office,Redmond,50
10322,Executive Office,Alpine,50
10323,Facilities Services,Santa Clara,50
10324,Facilities Services,Alpine,50
10325,Farming,Baltimore,50
10326,Farming,Alpine,50
10327,Financial Services,Pittsburgh,50
10328,Financial Services,Alpine,50
10329,Fine Art,Orlando,50
10330,Fine Art,Alpine,50
10331,Fishery,Omaha,50
10332,Fishery,Alpine,50
10333,Food amp; Beverages,Birmingham,50
10334,Food amp; Beverages,Alpine,50
10335,Food Production,Detroit,50
10336,Food Production,Alpine,50
10337,Fund-Raising,Tucson,50
10338,Fund-Raising,Alpine,50
10339,Furniture,Huntsville,50
10340,Furniture,Alpine,50
10341,Gambling amp; Casinos,Richmond,50
10342,Gambling amp; Casinos,Alpine,50
10343,Glass,Alpine,50
10344,Glass Ceramics amp; Concrete,Sunnyvale,50
10345,"Glass, Ceramics &amp; Concrete",Columbus,50
10346,Government Administration,Everett,50
10347,Government Administration,Alpine,50
10348,Government Relations,Houston,50
10349,Government Relations,Alpine,50
10350,Graphic Design,Houston,50
10351,Graphic Design,Alpine,50
10352,Health,Alpine,50
10353,Health Wellness and Fitness,New York,50
10354,Higher Education,Chicago,50
10355,Higher Education,Alpine,50
10356,Hospital amp; Health Care,Los Angeles,50
10357,Hospital amp; Health Care,Alpine,50
10358,Hospitality,St. Louis,50
10359,Hospitality,Alpine,50
10360,Human Resources,Dallas,50
10361,Human Resources,Alpine,50
10362,Import and Export,Cincinnati,50
10363,Import and Export,Alpine,50
10364,Individual amp; Family Services,Indianapolis,50
10365,Individual amp; Family Services,Alpine,50
10366,Industrial Automation,Phoenix,50
10367,Industrial Automation,Alpine,50
10368,Information Services,San Diego,50
10369,Information Services,Alpine,50
10370,Information Technology and Services,Fort Worth,50
10371,Information Technology and Services,Alpine,50
10372,Insurance,Wichita,50
10373,Insurance,Alpine,50
10374,International Affairs,Cleveland,50
10375,International Affairs,Alpine,50
10376,International Trade and Development,Minneapolis,50
10377,International Trade and Development,Alpine,50
10378,Internet,Atlanta,50
10379,Internet,Alpine,50
10380,Investment Banking,Milwaukee,50
10381,Investment Banking,Alpine,50
10382,Investment Management,San Antonio,50
10383,Investment Management,Alpine,50
10384,Judiciary,San Jose,50
10385,Judiciary,Alpine,50
10386,Law Enforcement,Louisville,50
10387,Law Enforcement,Alpine,50
10388,Law Practice,Salt Lake City,50
10389,Law Practice,Alpine,50
10390,Legal Services,Portland,50
10391,Legal Services,Alpine,50
10392,Legislative Office,Philadelphia,50
10393,Legislative Office,Alpine,50
10394,Leisure,Alpine,50
10395,Libraries,Tulsa,50
10396,Libraries,Alpine,50
10397,Logistics and Supply Chain,Rochester,50
10398,Logistics and Supply Chain,Alpine,50
10399,Luxury Goods amp; Jewelry,Austin,50
10400,Luxury Goods amp; Jewelry,Alpine,50
10401,Machinery,St. Paul,50
10402,Machinery,Alpine,50
10403,Management Consulting,Oklahoma City,50
10404,Management Consulting,Alpine,50
10405,Maritime,Denver,50
10406,Maritime,Alpine,50
10407,Market Research,Kansas City,50
10408,Market Research,Alpine,50
10409,Marketing and Advertising,Charlotte,50
10410,Marketing and Advertising,Alpine,50
10411,Mechanical or Industrial Engineering,Grand Rapids,50
10412,Mechanical or Industrial Engineering,Alpine,50
10413,Media Production,Memphis,50
10414,Media Production,Alpine,50
10415,Medical Devices,Seattle,50
10416,Medical Devices,Alpine,50
10417,Medical Practice,Miami,50
10418,Medical Practice,Alpine,50
10419,Mental Health Care,Jacksonville,50
10420,Mental Health Care,Alpine,50
10421,Military,Irvine,50
10422,Military,Alpine,50
10423,Mining amp; Metals,Redmond,50
10424,Mining amp; Metals,Alpine,50
10425,Motion Pictures and Film,Santa Clara,50
10426,Motion Pictures and Film,Alpine,50
10427,Museums and Institutions,Baltimore,50
10428,Museums and Institutions,Alpine,50
10429,Music,Pittsburgh,50
10430,Music,Alpine,50
10431,Nanotechnology,Orlando,50
10432,Nanotechnology,Alpine,50
10433,Newspapers,Omaha,50
10434,Newspapers,Alpine,50
10435,Nonprofit Organization Management,Birmingham,50
10436,Nonprofit Organization Management,Alpine,50
10437,Oil amp; Energy,Detroit,50
10438,Oil amp; Energy,Alpine,50
10439,Online Media,Tucson,50
10440,Online Media,Alpine,50
10441,Outsourcing/Offshoring,Huntsville,50
10442,Outsourcing/Offshoring,Alpine,50
10443,Package/Freight Delivery,Richmond,50
10444,Package/Freight Delivery,Alpine,50
10445,Packaging and Containers,Sunnyvale,50
10446,Packaging and Containers,Alpine,50
10447,Paper amp; Forest Products,Everett,50
10448,Paper amp; Forest Products,Alpine,50
10449,Performing Arts,Houston,50
10450,Performing Arts,Alpine,50
10451,Pharmaceuticals,Houston,50
10452,Pharmaceuticals,Alpine,50
10453,Philanthropy,New York,50
10454,Philanthropy,Alpine,50
10455,Photography,Chicago,50
10456,Photography,Alpine,50
10457,Plastics,Los Angeles,50
10458,Plastics,Alpine,50
10459,Political Organization,St. Louis,50
10460,Political Organization,Alpine,50
10461,Primary/Secondary Education,Dallas,50
10462,Primary/Secondary Education,Alpine,50
10463,Printing,Cincinnati,50
10464,Printing,Alpine,50
10465,Professional Training amp; Coaching,Indianapolis,50
10466,Professional Training amp; Coaching,Alpine,50
10467,Program Development,Phoenix,50
10468,Program Development,Alpine,50
10469,Public Policy,San Diego,50
10470,Public Policy,Alpine,50
10471,Public Relations and Communications,Fort Worth,50
10472,Public Relations and Communications,Alpine,50
10473,Public Safety,Wichita,50
10474,Public Safety,Alpine,50
10475,Publishing,Cleveland,50
10476,Publishing,Alpine,50
10477,Railroad Manufacture,Minneapolis,50
10478,Railroad Manufacture,Alpine,50
10479,Ranching,Atlanta,50
10480,Ranching,Alpine,50
10481,Real Estate,Milwaukee,50
10482,Real Estate,Alpine,50
10483,Recreational Facilities and Services,San Antonio,50
10484,Recreational Facilities and Services,Alpine,50
10485,Religious Institutions,San Jose,50
10486,Religious Institutions,Alpine,50
10487,Renewables amp; Environment,Louisville,50
10488,Renewables amp; Environment,Alpine,50
10489,Research,Salt Lake City,50
10490,Research,Alpine,50
10491,Restaurants,Portland,50
10492,Restaurants,Alpine,50
10493,Retail,Philadelphia,50
10494,Retail,Alpine,50
10495,Security and Investigations,Columbus,50
10496,Security and Investigations,Alpine,50
10497,Semiconductors,Tulsa,50
10498,Semiconductors,Alpine,50
10499,Shipbuilding,Rochester,50
10500,Shipbuilding,Alpine,50
10501,Sporting Goods,Austin,50
10502,Sporting Goods,Alpine,50
10503,Sports,St. Paul,50
10504,Sports,Alpine,50
10505,Staffing and Recruiting,Oklahoma City,50
10506,Staffing and Recruiting,Alpine,50
10507,Supermarkets,Denver,50
10508,Supermarkets,Alpine,50
10509,Telecommunications,Kansas City,50
10510,Telecommunications,Alpine,50
10511,Textiles,Charlotte,50
10512,Textiles,Alpine,50
10513,Think Tanks,Grand Rapids,50
10514,Think Tanks,Alpine,50
10515,Tobacco,Memphis,50
10516,Tobacco,Alpine,50
10517,Translation and Localization,Seattle,50
10518,Translation and Localization,Alpine,50
10519,Transportation/Trucking/Railroad,Miami,50
10520,Transportation/Trucking/Railroad,Alpine,50
10521,Utilities,Jacksonville,50
10522,Utilities,Alpine,50
10523,Venture Capital amp; Private Equity,Irvine,50
10524,Venture Capital amp; Private Equity,Alpine,50
10525,Veterinary,Redmond,50
10526,Veterinary,Alpine,50
10527,Warehousing,Santa Clara,50
10528,Warehousing,Alpine,50
10529,Wholesale,Baltimore,50
10530,Wholesale,Alpine,50
10531,Wine and Spirits,Pittsburgh,50
10532,Wine and Spirits,Alpine,50
10533,Wireless,Orlando,50
10534,Wireless,Alpine,50
10535,Writing and Editing,Omaha,50
10536,Writing and Editing,Alpine,50
10537,Accounting,Sunnyvale,49
10538,Accounting,Fairmont,49
10539,Airlines/Aviation,Everett,49
10540,Alternative Dispute Resolution,New York,49
10541,Alternative Medicine,Houston,49
10542,Alternative Medicine,Prudhoe Bay,49
10543,Animation,New York,49
10544,Animation,Prudhoe Bay,49
10545,Apparel amp; Fashion,Chicago,49
10546,Apparel amp; Fashion,Prudhoe Bay,49
10547,Architecture amp; Planning,Los Angeles,49
10548,Architecture amp; Planning,Prudhoe Bay,49
10549,Arts and Crafts,St. Louis,49
10550,Arts and Crafts,Prudhoe Bay,49
10551,Automotive,Dallas,49
10552,Automotive,Prudhoe Bay,49
10553,Aviation amp; Aerospace,Cincinnati,49
10554,Aviation amp; Aerospace,Prudhoe Bay,49
10555,Banking,Indianapolis,49
10556,Banking,Prudhoe Bay,49
10557,Biotechnology,Phoenix,49
10558,Biotechnology,Prudhoe Bay,49
10559,Broadcast Media,San Diego,49
10560,Broadcast Media,Prudhoe Bay,49
10561,Building Materials,Fort Worth,49
10562,Building Materials,Prudhoe Bay,49
10563,Business Supplies and Equipment,Wichita,49
10564,Business Supplies and Equipment,Prudhoe Bay,49
10565,Capital Markets,Cleveland,49
10566,Capital Markets,Prudhoe Bay,49
10567,Chemicals,Minneapolis,49
10568,Chemicals,Prudhoe Bay,49
10569,Civic amp; Social Organization,Atlanta,49
10570,Civic amp; Social Organization,Prudhoe Bay,49
10571,Civil Engineering,Milwaukee,49
10572,Civil Engineering,Prudhoe Bay,49
10573,Commercial Real Estate,San Antonio,49
10574,Commercial Real Estate,Prudhoe Bay,49
10575,Computer amp; Network Security,San Jose,49
10576,Computer amp; Network Security,Prudhoe Bay,49
10577,Computer Games,Louisville,49
10578,Computer Games,Prudhoe Bay,49
10579,Computer Hardware,Salt Lake City,49
10580,Computer Hardware,Prudhoe Bay,49
10581,Computer Networking,Portland,49
10582,Computer Networking,Prudhoe Bay,49
10583,Computer Software,Philadelphia,49
10584,Computer Software,Prudhoe Bay,49
10585,Construction,Columbus,49
10586,Construction,Prudhoe Bay,49
10587,Consumer Electronics,Tulsa,49
10588,Consumer Electronics,Prudhoe Bay,49
10589,Consumer Goods,Rochester,49
10590,Consumer Goods,Prudhoe Bay,49
10591,Consumer Services,Austin,49
10592,Consumer Services,Prudhoe Bay,49
10593,Cosmetics,St. Paul,49
10594,Cosmetics,Prudhoe Bay,49
10595,Dairy,Oklahoma City,49
10596,Dairy,Prudhoe Bay,49
10597,Defense amp; Space,Denver,49
10598,Defense amp; Space,Prudhoe Bay,49
10599,Design,Kansas City,49
10600,Design,Prudhoe Bay,49
10601,Education Management,Charlotte,49
10602,Education Management,Prudhoe Bay,49
10603,E-Learning,Grand Rapids,49
10604,E-Learning,Prudhoe Bay,49
10605,Electrical/Electronic Manufacturing,Memphis,49
10606,Electrical/Electronic Manufacturing,Prudhoe Bay,49
10607,Entertainment,Seattle,49
10608,Entertainment,Prudhoe Bay,49
10609,Environmental Services,Miami,49
10610,Environmental Services,Prudhoe Bay,49
10611,Events Services,Jacksonville,49
10612,Events Services,Prudhoe Bay,49
10613,Executive Office,Irvine,49
10614,Executive Office,Prudhoe Bay,49
10615,Facilities Services,Redmond,49
10616,Facilities Services,Prudhoe Bay,49
10617,Farming,Santa Clara,49
10618,Farming,Prudhoe Bay,49
10619,Financial Services,Baltimore,49
10620,Financial Services,Prudhoe Bay,49
10621,Fine Art,Pittsburgh,49
10622,Fine Art,Prudhoe Bay,49
10623,Fishery,Orlando,49
10624,Fishery,Prudhoe Bay,49
10625,Food amp; Beverages,Omaha,49
10626,Food amp; Beverages,Prudhoe Bay,49
10627,Food Production,Birmingham,49
10628,Food Production,Prudhoe Bay,49
10629,Fund-Raising,Detroit,49
10630,Fund-Raising,Prudhoe Bay,49
10631,Furniture,Tucson,49
10632,Furniture,Prudhoe Bay,49
10633,Gambling amp; Casinos,Huntsville,49
10634,Gambling amp; Casinos,Prudhoe Bay,49
10635,Glass,Prudhoe Bay,49
10636,Glass Ceramics amp; Concrete,Richmond,49
10637,"Glass, Ceramics &amp; Concrete",Philadelphia,49
10638,Government Administration,Sunnyvale,49
10639,Government Administration,Prudhoe Bay,49
10640,Government Relations,Everett,49
10641,Government Relations,Prudhoe Bay,49
10642,Graphic Design,New York,49
10643,Graphic Design,Prudhoe Bay,49
10644,Health,Prudhoe Bay,49
10645,Health Wellness and Fitness,Houston,49
10646,Higher Education,New York,49
10647,Higher Education,Prudhoe Bay,49
10648,Hospital amp; Health Care,Chicago,49
10649,Hospital amp; Health Care,Prudhoe Bay,49
10650,Hospitality,Los Angeles,49
10651,Hospitality,Prudhoe Bay,49
10652,Human Resources,St. Louis,49
10653,Human Resources,Prudhoe Bay,49
10654,Import and Export,Dallas,49
10655,Import and Export,Prudhoe Bay,49
10656,Individual amp; Family Services,Cincinnati,49
10657,Individual amp; Family Services,Prudhoe Bay,49
10658,Industrial Automation,Indianapolis,49
10659,Industrial Automation,Prudhoe Bay,49
10660,Information Services,Phoenix,49
10661,Information Services,Prudhoe Bay,49
10662,Information Technology and Services,San Diego,49
10663,Information Technology and Services,Prudhoe Bay,49
10664,Insurance,Fort Worth,49
10665,Insurance,Prudhoe Bay,49
10666,International Affairs,Wichita,49
10667,International Affairs,Prudhoe Bay,49
10668,International Trade and Development,Cleveland,49
10669,International Trade and Development,Prudhoe Bay,49
10670,Internet,Minneapolis,49
10671,Internet,Prudhoe Bay,49
10672,Investment Banking,Atlanta,49
10673,Investment Banking,Prudhoe Bay,49
10674,Investment Management,Milwaukee,49
10675,Investment Management,Prudhoe Bay,49
10676,Judiciary,San Antonio,49
10677,Judiciary,Prudhoe Bay,49
10678,Law Enforcement,San Jose,49
10679,Law Enforcement,Prudhoe Bay,49
10680,Law Practice,Louisville,49
10681,Law Practice,Prudhoe Bay,49
10682,Legal Services,Salt Lake City,49
10683,Legal Services,Prudhoe Bay,49
10684,Legislative Office,Portland,49
10685,Legislative Office,Prudhoe Bay,49
10686,Leisure,Prudhoe Bay,49
10687,Libraries,Columbus,49
10688,Libraries,Prudhoe Bay,49
10689,Logistics and Supply Chain,Tulsa,49
10690,Logistics and Supply Chain,Prudhoe Bay,49
10691,Luxury Goods amp; Jewelry,Rochester,49
10692,Luxury Goods amp; Jewelry,Prudhoe Bay,49
10693,Machinery,Austin,49
10694,Machinery,Prudhoe Bay,49
10695,Management Consulting,St. Paul,49
10696,Management Consulting,Prudhoe Bay,49
10697,Maritime,Oklahoma City,49
10698,Maritime,Prudhoe Bay,49
10699,Market Research,Denver,49
10700,Market Research,Prudhoe Bay,49
10701,Marketing and Advertising,Kansas City,49
10702,Marketing and Advertising,Prudhoe Bay,49
10703,Mechanical or Industrial Engineering,Charlotte,49
10704,Mechanical or Industrial Engineering,Prudhoe Bay,49
10705,Media Production,Grand Rapids,49
10706,Media Production,Prudhoe Bay,49
10707,Medical Devices,Memphis,49
10708,Medical Devices,Prudhoe Bay,49
10709,Medical Practice,Seattle,49
10710,Medical Practice,Prudhoe Bay,49
10711,Mental Health Care,Miami,49
10712,Mental Health Care,Prudhoe Bay,49
10713,Military,Jacksonville,49
10714,Military,Prudhoe Bay,49
10715,Mining amp; Metals,Irvine,49
10716,Mining amp; Metals,Prudhoe Bay,49
10717,Motion Pictures and Film,Redmond,49
10718,Motion Pictures and Film,Prudhoe Bay,49
10719,Museums and Institutions,Santa Clara,49
10720,Museums and Institutions,Prudhoe Bay,49
10721,Music,Baltimore,49
10722,Music,Prudhoe Bay,49
10723,Nanotechnology,Pittsburgh,49
10724,Nanotechnology,Prudhoe Bay,49
10725,Newspapers,Orlando,49
10726,Newspapers,Prudhoe Bay,49
10727,Nonprofit Organization Management,Omaha,49
10728,Nonprofit Organization Management,Prudhoe Bay,49
10729,Oil amp; Energy,Birmingham,49
10730,Oil amp; Energy,Prudhoe Bay,49
10731,Online Media,Detroit,49
10732,Online Media,Prudhoe Bay,49
10733,Outsourcing/Offshoring,Tucson,49
10734,Outsourcing/Offshoring,Prudhoe Bay,49
10735,Package/Freight Delivery,Huntsville,49
10736,Package/Freight Delivery,Prudhoe Bay,49
10737,Packaging and Containers,Richmond,49
10738,Packaging and Containers,Prudhoe Bay,49
10739,Paper amp; Forest Products,Sunnyvale,49
10740,Paper amp; Forest Products,Prudhoe Bay,49
10741,Performing Arts,Everett,49
10742,Performing Arts,Prudhoe Bay,49
10743,Pharmaceuticals,New York,49
10744,Pharmaceuticals,Prudhoe Bay,49
10745,Philanthropy,Houston,49
10746,Philanthropy,Prudhoe Bay,49
10747,Photography,New York,49
10748,Photography,Prudhoe Bay,49
10749,Plastics,Chicago,49
10750,Plastics,Prudhoe Bay,49
10751,Political Organization,Los Angeles,49
10752,Political Organization,Prudhoe Bay,49
10753,Primary/Secondary Education,St. Louis,49
10754,Primary/Secondary Education,Prudhoe Bay,49
10755,Printing,Dallas,49
10756,Printing,Prudhoe Bay,49
10757,Professional Training amp; Coaching,Cincinnati,49
10758,Professional Training amp; Coaching,Prudhoe Bay,49
10759,Program Development,Indianapolis,49
10760,Program Development,Prudhoe Bay,49
10761,Public Policy,Phoenix,49
10762,Public Policy,Prudhoe Bay,49
10763,Public Relations and Communications,San Diego,49
10764,Public Relations and Communications,Prudhoe Bay,49
10765,Public Safety,Fort Worth,49
10766,Public Safety,Prudhoe Bay,49
10767,Publishing,Wichita,49
10768,Publishing,Prudhoe Bay,49
10769,Railroad Manufacture,Cleveland,49
10770,Railroad Manufacture,Prudhoe Bay,49
10771,Ranching,Minneapolis,49
10772,Ranching,Prudhoe Bay,49
10773,Real Estate,Atlanta,49
10774,Real Estate,Prudhoe Bay,49
10775,Recreational Facilities and Services,Milwaukee,49
10776,Recreational Facilities and Services,Prudhoe Bay,49
10777,Religious Institutions,San Antonio,49
10778,Religious Institutions,Prudhoe Bay,49
10779,Renewables amp; Environment,San Jose,49
10780,Renewables amp; Environment,Prudhoe Bay,49
10781,Research,Louisville,49
10782,Research,Prudhoe Bay,49
10783,Restaurants,Salt Lake City,49
10784,Restaurants,Prudhoe Bay,49
10785,Retail,Portland,49
10786,Retail,Prudhoe Bay,49
10787,Security and Investigations,Philadelphia,49
10788,Security and Investigations,Prudhoe Bay,49
10789,Semiconductors,Columbus,49
10790,Semiconductors,Prudhoe Bay,49
10791,Shipbuilding,Tulsa,49
10792,Shipbuilding,Prudhoe Bay,49
10793,Sporting Goods,Rochester,49
10794,Sporting Goods,Prudhoe Bay,49
10795,Sports,Austin,49
10796,Sports,Prudhoe Bay,49
10797,Staffing and Recruiting,St. Paul,49
10798,Staffing and Recruiting,Prudhoe Bay,49
10799,Supermarkets,Oklahoma City,49
10800,Supermarkets,Prudhoe Bay,49
10801,Telecommunications,Denver,49
10802,Telecommunications,Prudhoe Bay,49
10803,Textiles,Kansas City,49
10804,Textiles,Prudhoe Bay,49
10805,Think Tanks,Charlotte,49
10806,Think Tanks,Prudhoe Bay,49
10807,Tobacco,Grand Rapids,49
10808,Tobacco,Prudhoe Bay,49
10809,Translation and Localization,Memphis,49
10810,Translation and Localization,Prudhoe Bay,49
10811,Transportation/Trucking/Railroad,Seattle,49
10812,Transportation/Trucking/Railroad,Prudhoe Bay,49
10813,Utilities,Miami,49
10814,Utilities,Prudhoe Bay,49
10815,Venture Capital amp; Private Equity,Jacksonville,49
10816,Venture Capital amp; Private Equity,Prudhoe Bay,49
10817,Veterinary,Irvine,49
10818,Veterinary,Prudhoe Bay,49
10819,Warehousing,Redmond,49
10820,Warehousing,Prudhoe Bay,49
10821,Wholesale,Santa Clara,49
10822,Wholesale,Prudhoe Bay,49
10823,Wine and Spirits,Baltimore,49
10824,Wine and Spirits,Prudhoe Bay,49
10825,Wireless,Pittsburgh,49
10826,Wireless,Prudhoe Bay,49
10827,Writing and Editing,Orlando,49
10828,Writing and Editing,Prudhoe Bay,49
10829,Accounting,Richmond,48
10830,Accounting,Mira Loma,48
10831,Airlines/Aviation,Sunnyvale,48
10832,Alternative Dispute Resolution,Everett,48
10833,Alternative Medicine,Chicago,48
10834,Alternative Medicine,Nuiqsut,48
10835,Animation,Houston,48
10836,Animation,Nuiqsut,48
10837,Apparel amp; Fashion,New York,48
10838,Apparel amp; Fashion,Nuiqsut,48
10839,Architecture amp; Planning,Chicago,48
10840,Architecture amp; Planning,Nuiqsut,48
10841,Arts and Crafts,Los Angeles,48
10842,Arts and Crafts,Nuiqsut,48
10843,Automotive,St. Louis,48
10844,Automotive,Nuiqsut,48
10845,Aviation amp; Aerospace,Dallas,48
10846,Aviation amp; Aerospace,Nuiqsut,48
10847,Banking,Cincinnati,48
10848,Banking,Nuiqsut,48
10849,Biotechnology,Indianapolis,48
10850,Biotechnology,Nuiqsut,48
10851,Broadcast Media,Phoenix,48
10852,Broadcast Media,Nuiqsut,48
10853,Building Materials,San Diego,48
10854,Building Materials,Nuiqsut,48
10855,Business Supplies and Equipment,Fort Worth,48
10856,Business Supplies and Equipment,Nuiqsut,48
10857,Capital Markets,Wichita,48
10858,Capital Markets,Nuiqsut,48
10859,Chemicals,Cleveland,48
10860,Chemicals,Nuiqsut,48
10861,Civic amp; Social Organization,Minneapolis,48
10862,Civic amp; Social Organization,Nuiqsut,48
10863,Civil Engineering,Atlanta,48
10864,Civil Engineering,Nuiqsut,48
10865,Commercial Real Estate,Milwaukee,48
10866,Commercial Real Estate,Nuiqsut,48
10867,Computer amp; Network Security,San Antonio,48
10868,Computer amp; Network Security,Nuiqsut,48
10869,Computer Games,San Jose,48
10870,Computer Games,Nuiqsut,48
10871,Computer Hardware,Louisville,48
10872,Computer Hardware,Nuiqsut,48
10873,Computer Networking,Salt Lake City,48
10874,Computer Networking,Nuiqsut,48
10875,Computer Software,Portland,48
10876,Computer Software,Nuiqsut,48
10877,Construction,Philadelphia,48
10878,Construction,Nuiqsut,48
10879,Consumer Electronics,Columbus,48
10880,Consumer Electronics,Nuiqsut,48
10881,Consumer Goods,Tulsa,48
10882,Consumer Goods,Nuiqsut,48
10883,Consumer Services,Rochester,48
10884,Consumer Services,Nuiqsut,48
10885,Cosmetics,Austin,48
10886,Cosmetics,Nuiqsut,48
10887,Dairy,St. Paul,48
10888,Dairy,Nuiqsut,48
10889,Defense amp; Space,Oklahoma City,48
10890,Defense amp; Space,Nuiqsut,48
10891,Design,Denver,48
10892,Design,Nuiqsut,48
10893,Education Management,Kansas City,48
10894,Education Management,Nuiqsut,48
10895,E-Learning,Charlotte,48
10896,E-Learning,Nuiqsut,48
10897,Electrical/Electronic Manufacturing,Grand Rapids,48
10898,Electrical/Electronic Manufacturing,Nuiqsut,48
10899,Entertainment,Memphis,48
10900,Entertainment,Nuiqsut,48
10901,Environmental Services,Seattle,48
10902,Environmental Services,Nuiqsut,48
10903,Events Services,Miami,48
10904,Events Services,Nuiqsut,48
10905,Executive Office,Jacksonville,48
10906,Executive Office,Nuiqsut,48
10907,Facilities Services,Irvine,48
10908,Facilities Services,Nuiqsut,48
10909,Farming,Redmond,48
10910,Farming,Nuiqsut,48
10911,Financial Services,Santa Clara,48
10912,Financial Services,Nuiqsut,48
10913,Fine Art,Baltimore,48
10914,Fine Art,Nuiqsut,48
10915,Fishery,Pittsburgh,48
10916,Fishery,Nuiqsut,48
10917,Food amp; Beverages,Orlando,48
10918,Food amp; Beverages,Nuiqsut,48
10919,Food Production,Omaha,48
10920,Food Production,Nuiqsut,48
10921,Fund-Raising,Birmingham,48
10922,Fund-Raising,Nuiqsut,48
10923,Furniture,Detroit,48
10924,Furniture,Nuiqsut,48
10925,Gambling amp; Casinos,Tucson,48
10926,Gambling amp; Casinos,Nuiqsut,48
10927,Glass,Nuiqsut,48
10928,Glass Ceramics amp; Concrete,Huntsville,48
10929,"Glass, Ceramics &amp; Concrete",Portland,48
10930,Government Administration,Richmond,48
10931,Government Administration,Nuiqsut,48
10932,Government Relations,Sunnyvale,48
10933,Government Relations,Nuiqsut,48
10934,Graphic Design,Everett,48
10935,Graphic Design,Nuiqsut,48
10936,Health,Nuiqsut,48
10937,Health Wellness and Fitness,Chicago,48
10938,Higher Education,Houston,48
10939,Higher Education,Nuiqsut,48
10940,Hospital amp; Health Care,New York,48
10941,Hospital amp; Health Care,Nuiqsut,48
10942,Hospitality,Chicago,48
10943,Hospitality,Nuiqsut,48
10944,Human Resources,Los Angeles,48
10945,Human Resources,Nuiqsut,48
10946,Import and Export,St. Louis,48
10947,Import and Export,Nuiqsut,48
10948,Individual amp; Family Services,Dallas,48
10949,Individual amp; Family Services,Nuiqsut,48
10950,Industrial Automation,Cincinnati,48
10951,Industrial Automation,Nuiqsut,48
10952,Information Services,Indianapolis,48
10953,Information Services,Nuiqsut,48
10954,Information Technology and Services,Phoenix,48
